event_booking_id,customer_id,event_type,space_id,event_date,duration_hours,attendees,setup_requirements,additional_setup_notes,setup_start_time,setup_completion_time
EB000115,26552,Corporate Meeting,ES000003,2025-08-23 13:34:06,5,43,"U-shaped table setup, Whiteboard setup, Notepads and pens, Conference phone, Occur such short main institution any why share.",,2025-08-23 09:34:06,2025-08-23 13:04:06
EB000116,12979,Birthday,ES000003,2025-05-13 04:01:24,3,10,"Cake table, Gift table, Basic audio system, Decorations installation, Photo area setup, Dance floor (optional), Round table setup",,2025-05-13 00:01:24,2025-05-13 03:31:24
EB000117,39802,Corporate Meeting,ES000001,2025-03-19 21:46:50,2,29,"Whiteboard setup, Water and coffee station, Projector and screen, Conference phone, Notepads and pens",Study everyone involve. Training style while during any article civil.,2025-03-19 19:46:50,2025-03-19 21:16:50
EB000118,41524,Conference,ES000003,2025-04-15 07:40:21,8,190,"Audio/Visual equipment, Registration desk, Theater-style seating, Podium and microphone, Water station setup, Projector and screen, Whiteboard or flipchart, Along condition garden can participant season sea.",,2025-04-15 03:40:21,2025-04-15 07:10:21
EB000119,9250,Birthday,ES000004,2025-08-11 21:06:23,2,11,"Round table setup, Decorations installation, Cake table, Gift table, Dance floor (optional), Photo area setup, Basic audio system",,2025-08-11 19:06:23,2025-08-11 20:36:23
EB000120,16811,Wedding,ES000001,2025-07-27 18:45:57,5,79,"Photo booth area, Altar or arch setup, Gift table, Chair setup with aisle arrangement, Dance floor installation, Cake display table, Table arrangements for reception, Bar setup",,2025-07-27 16:45:57,2025-07-27 18:15:57
EB000121,351,Wedding,ES000003,2025-12-06 20:31:45,5,263,"Table arrangements for reception, Cake display table, Altar or arch setup, Chair setup with aisle arrangement, Dance floor installation, Bar setup, Gift table, Audio system for ceremony",Race two down research Democrat. Fly board see push least southern soon design.,2025-12-06 16:31:45,2025-12-06 20:01:45
EB000122,2166,Wedding,ES000004,2025-09-27 12:20:06,6,103,"Chair setup with aisle arrangement, Dance floor installation, Altar or arch setup, Photo booth area, Bar setup, Audio system for ceremony, Gift table, Table arrangements for reception, Cake display table",,2025-09-27 09:20:06,2025-09-27 11:50:06
EB000123,33010,Corporate Meeting,ES000001,2025-07-25 08:44:04,1,7,"Projector and screen, U-shaped table setup, Water and coffee station, Whiteboard setup, Carry traditional star study want somebody pay.",,2025-07-25 05:44:04,2025-07-25 08:14:04
EB000124,26396,Corporate Meeting,ES000001,2025-07-31 10:07:55,5,36,"Conference phone, U-shaped table setup, Projector and screen, Water and coffee station, Notepads and pens, Indicate your leader appear sing page team.",Sometimes you minute write skill everything art. Field begin much team him.,2025-07-31 06:07:55,2025-07-31 09:37:55
EB000125,35951,Anniversary,ES000002,2025-12-05 04:17:57,4,131,"Gift table, Decorative lighting, Champagne station, Intimate table setup, Dance floor",Again performance space program future everybody southern. Read break party subject wife.,2025-12-05 01:17:57,2025-12-05 03:47:57
EB000126,9553,Conference,ES000004,2025-04-18 03:55:47,6,187,"Podium and microphone, Power strips for laptops, Audio/Visual equipment, Water station setup, Theater-style seating, Projector and screen, And writer place purpose.",,2025-04-18 00:55:47,2025-04-18 03:25:47
EB000127,1318,Corporate Meeting,ES000003,2025-12-17 02:58:10,1,22,"Notepads and pens, U-shaped table setup, Conference phone, Water and coffee station, Whiteboard setup, Projector and screen",,2025-12-17 00:58:10,2025-12-17 02:28:10
EB000128,27760,Corporate Meeting,ES000002,2025-05-01 07:37:47,2,22,"Water and coffee station, U-shaped table setup, Projector and screen, Conference phone",,2025-05-01 04:37:47,2025-05-01 07:07:47
EB000129,21534,Corporate Meeting,ES000001,2025-02-09 18:05:46,2,35,"Projector and screen, Conference phone, Notepads and pens, Water and coffee station","News much section. See create best.
Work woman develop share. Watch blood customer.",2025-02-09 14:05:46,2025-02-09 17:35:46
EB000130,1846,Conference,ES000004,2025-08-20 10:30:16,6,33,"Theater-style seating, Water station setup, Whiteboard or flipchart, Projector and screen, Audio/Visual equipment, Power strips for laptops, Registration desk, Podium and microphone",,2025-08-20 08:30:16,2025-08-20 10:00:16
EB000131,49871,Birthday,ES000003,2025-07-06 20:17:04,3,58,"Photo area setup, Cake table, Gift table, Decorations installation, Round table setup, Dance floor (optional)",,2025-07-06 17:17:04,2025-07-06 19:47:04
EB000132,46106,Birthday,ES000004,2025-05-26 12:59:18,2,10,"Photo area setup, Basic audio system, Cake table, Decorations installation, Round table setup, Dance floor (optional), Gift table",,2025-05-26 09:59:18,2025-05-26 12:29:18
EB000133,33620,Conference,ES000002,2025-09-19 19:16:07,5,89,"Water station setup, Whiteboard or flipchart, Podium and microphone, Audio/Visual equipment, Projector and screen, Registration desk, Thank such wait effort quickly arrive parent.",Fly Mrs style apply reflect food. Can computer forget data front. Good television charge citizen.,2025-09-19 17:16:07,2025-09-19 18:46:07
EB000134,38017,Corporate Meeting,ES000002,2025-11-06 09:46:53,1,43,"Projector and screen, Water and coffee station, Whiteboard setup, U-shaped table setup",,2025-11-06 05:46:53,2025-11-06 09:16:53
EB000135,43292,Corporate Meeting,ES000002,2025-08-08 15:08:56,3,22,"U-shaped table setup, Water and coffee station, Projector and screen, Conference phone, Notepads and pens",Short detail outside. All from television.,2025-08-08 13:08:56,2025-08-08 14:38:56
EB000136,1648,Wedding,ES000003,2025-07-03 03:30:32,8,247,"Audio system for ceremony, Dance floor installation, Bar setup, Altar or arch setup, Gift table, Chair setup with aisle arrangement, Table arrangements for reception",,2025-07-02 23:30:32,2025-07-03 03:00:32
EB000137,30272,Wedding,ES000003,2025-02-18 10:51:04,4,122,"Chair setup with aisle arrangement, Table arrangements for reception, Bar setup, Audio system for ceremony, Photo booth area, Altar or arch setup, Dance floor installation, Cake display table, Hold stand spend outside possible.",,2025-02-18 08:51:04,2025-02-18 10:21:04
EB000138,34029,Corporate Meeting,ES000001,2025-10-19 04:17:45,6,5,"Water and coffee station, Projector and screen, Whiteboard setup, U-shaped table setup, Conference phone",,2025-10-19 02:17:45,2025-10-19 03:47:45
EB000139,18271,Corporate Meeting,ES000002,2025-11-26 15:13:38,4,13,"U-shaped table setup, Projector and screen, Water and coffee station, Notepads and pens, Prepare serious thank.",Shake participant country everyone statement general. Bit test son particular involve.,2025-11-26 12:13:38,2025-11-26 14:43:38
EB000140,10750,Corporate Meeting,ES000003,2025-03-11 14:39:28,2,43,"Notepads and pens, Conference phone, Whiteboard setup, U-shaped table setup, Water and coffee station",You him where more smile most section. Our cold throw ability close their other.,2025-03-11 10:39:28,2025-03-11 14:09:28
EB000141,24387,Anniversary,ES000003,2025-03-24 07:40:41,4,81,"Decorative lighting, Champagne station, Intimate table setup, Gift table",Tough town list nor hold number bad.,2025-03-24 04:40:41,2025-03-24 07:10:41
EB000142,40101,Birthday,ES000002,2025-09-12 12:09:04,4,40,"Round table setup, Gift table, Photo area setup, Dance floor (optional), Basic audio system, Hot both win.",Ten factor serious safe require carry. Whether pressure adult you across leader.,2025-09-12 09:09:04,2025-09-12 11:39:04
EB000143,5928,Anniversary,ES000004,2025-09-06 08:26:59,3,25,"Decorative lighting, Intimate table setup, Gift table, Dance floor, Photo display area",,2025-09-06 04:26:59,2025-09-06 07:56:59
EB000144,21634,Birthday,ES000002,2025-02-23 05:08:40,3,62,"Dance floor (optional), Basic audio system, Round table setup, Photo area setup, Cake table, Deep great value beautiful physical build laugh.",Support black position wide quite will those so.,2025-02-23 01:08:40,2025-02-23 04:38:40
EB000145,11217,Conference,ES000002,2025-10-17 05:52:58,7,95,"Power strips for laptops, Whiteboard or flipchart, Audio/Visual equipment, Podium and microphone, Registration desk, Water station setup, Projector and screen",,2025-10-17 01:52:58,2025-10-17 05:22:58
EB000146,6482,Birthday,ES000001,2025-06-12 05:12:36,4,73,"Round table setup, Gift table, Dance floor (optional), Basic audio system, Decorations installation, Photo area setup",,2025-06-12 02:12:36,2025-06-12 04:42:36
EB000147,23060,Conference,ES000003,2025-08-30 17:41:22,5,89,"Power strips for laptops, Water station setup, Projector and screen, Whiteboard or flipchart, Theater-style seating, Podium and microphone, Registration desk",Section entire half energy no later. Sign help the expect.,2025-08-30 14:41:22,2025-08-30 17:11:22
EB000148,29068,Corporate Meeting,ES000001,2025-02-25 15:08:54,2,10,"Whiteboard setup, Conference phone, Projector and screen, Water and coffee station, Notepads and pens, U-shaped table setup",Enough consider painting state writer sign. Report seven laugh.,2025-02-25 12:08:54,2025-02-25 14:38:54
EB000149,27891,Conference,ES000004,2025-07-07 23:10:01,6,61,"Podium and microphone, Power strips for laptops, Whiteboard or flipchart, Projector and screen, Audio/Visual equipment, Theater-style seating",,2025-07-07 19:10:01,2025-07-07 22:40:01
EB000150,6521,Corporate Meeting,ES000004,2025-12-04 10:34:15,2,16,"Whiteboard setup, Conference phone, U-shaped table setup, Projector and screen, Notepads and pens, Water and coffee station, Into manager cut allow outside age inside.","Feel listen little deep scene dinner.
Ahead opportunity light second although. Family beat reflect.",2025-12-04 06:34:15,2025-12-04 10:04:15
EB000151,19301,Birthday,ES000003,2025-08-02 10:02:14,3,38,"Gift table, Decorations installation, Round table setup, Dance floor (optional), Cake table, Basic audio system",,2025-08-02 07:02:14,2025-08-02 09:32:14
EB000152,28816,Anniversary,ES000001,2025-08-06 00:04:05,5,92,"Champagne station, Photo display area, Intimate table setup, Decorative lighting, Dance floor, Gift table",,2025-08-05 21:04:05,2025-08-05 23:34:05
EB000153,42459,Anniversary,ES000001,2025-07-05 05:05:21,6,109,"Dance floor, Photo display area, Gift table, Champagne station, Intimate table setup",,2025-07-05 02:05:21,2025-07-05 04:35:21
EB000154,9815,Wedding,ES000001,2025-01-25 15:53:15,4,191,"Photo booth area, Audio system for ceremony, Cake display table, Altar or arch setup, Dance floor installation, Chair setup with aisle arrangement, Table arrangements for reception",Indeed Mr the wait employee say left. Too job employee it. Matter note off remain.,2025-01-25 13:53:15,2025-01-25 15:23:15
EB000155,12458,Birthday,ES000003,2025-09-25 15:48:15,4,44,"Decorations installation, Dance floor (optional), Basic audio system, Round table setup, Photo area setup, Cake table",,2025-09-25 11:48:15,2025-09-25 15:18:15
EB000156,1117,Wedding,ES000004,2025-08-08 03:48:11,7,193,"Altar or arch setup, Dance floor installation, Cake display table, Audio system for ceremony, Bar setup, Table arrangements for reception, Photo booth area, Chair setup with aisle arrangement, Gift table, Since true only may deal television this.",,2025-08-08 01:48:11,2025-08-08 03:18:11
EB000157,39344,Corporate Meeting,ES000001,2025-02-17 09:11:45,1,30,"Projector and screen, Notepads and pens, Whiteboard setup, Water and coffee station, U-shaped table setup, Fast color often heavy hold young.",,2025-02-17 06:11:45,2025-02-17 08:41:45
EB000158,2700,Conference,ES000002,2025-11-14 12:36:31,5,170,"Whiteboard or flipchart, Podium and microphone, Power strips for laptops, Theater-style seating, Projector and screen, Audio/Visual equipment, Water station setup, Teacher dark everything sure back.",,2025-11-14 08:36:31,2025-11-14 12:06:31
EB000159,20960,Birthday,ES000003,2025-05-02 01:16:39,2,43,"Gift table, Photo area setup, Cake table, Round table setup, Dance floor (optional), Decorations installation, Institution born by lawyer.",,2025-05-01 21:16:39,2025-05-02 00:46:39
EB000160,7464,Corporate Meeting,ES000003,2025-12-07 02:25:13,6,39,"Notepads and pens, Projector and screen, Water and coffee station, U-shaped table setup",,2025-12-06 23:25:13,2025-12-07 01:55:13
EB000161,20506,Conference,ES000001,2025-07-15 20:42:58,7,165,"Audio/Visual equipment, Whiteboard or flipchart, Projector and screen, Water station setup, Power strips for laptops, Registration desk, Theater-style seating, Podium and microphone",,2025-07-15 16:42:58,2025-07-15 20:12:58
EB000162,30178,Birthday,ES000004,2025-07-09 08:19:45,2,37,"Dance floor (optional), Cake table, Basic audio system, Photo area setup, Decorations installation",,2025-07-09 05:19:45,2025-07-09 07:49:45
EB000163,45495,Conference,ES000003,2025-01-19 18:35:42,7,36,"Projector and screen, Audio/Visual equipment, Theater-style seating, Power strips for laptops, Registration desk, Whiteboard or flipchart, Podium and microphone, Water station setup",,2025-01-19 15:35:42,2025-01-19 18:05:42
EB000164,40955,Birthday,ES000002,2025-11-08 04:26:40,2,12,"Dance floor (optional), Basic audio system, Round table setup, Cake table, Photo area setup, Decorations installation",,2025-11-08 02:26:40,2025-11-08 03:56:40
EB000165,45243,Wedding,ES000002,2025-06-22 19:24:29,4,238,"Audio system for ceremony, Altar or arch setup, Bar setup, Dance floor installation, Chair setup with aisle arrangement, Photo booth area, Gift table, Cake display table, Day laugh listen marriage area establish realize.",,2025-06-22 17:24:29,2025-06-22 18:54:29
EB000166,15435,Corporate Meeting,ES000001,2025-01-17 20:07:01,2,48,"Notepads and pens, U-shaped table setup, Conference phone, Whiteboard setup, Projector and screen",,2025-01-17 17:07:01,2025-01-17 19:37:01
EB000167,37629,Anniversary,ES000003,2025-05-20 07:56:23,5,69,"Intimate table setup, Gift table, Decorative lighting, Dance floor, Champagne station",,2025-05-20 03:56:23,2025-05-20 07:26:23
EB000168,41988,Birthday,ES000004,2025-10-02 05:50:35,4,97,"Dance floor (optional), Cake table, Decorations installation, Gift table, Round table setup, Basic audio system, Photo area setup",,2025-10-02 03:50:35,2025-10-02 05:20:35
EB000169,32449,Wedding,ES000002,2025-04-24 20:57:24,7,177,"Audio system for ceremony, Table arrangements for reception, Altar or arch setup, Dance floor installation, Cake display table, Chair setup with aisle arrangement, Photo booth area, Bar setup, Gift table",Main daughter present here claim.,2025-04-24 17:57:24,2025-04-24 20:27:24
EB000170,34771,Conference,ES000003,2025-12-02 20:18:27,5,95,"Registration desk, Water station setup, Audio/Visual equipment, Power strips for laptops, Theater-style seating, Podium and microphone, Get such small difficult authority.",,2025-12-02 17:18:27,2025-12-02 19:48:27
