appointment_id,booking_id,customer_id,service_type,department,appointment_date,appointment_end,duration_minutes,description,cost,status,staff_id,staff_name
SA000115,BK003086,5437,Wellness Consultation,Spa & Wellness,2025-01-21 10:45:00,2025-01-21 11:45:00,60,60-minute Lifestyle Assessment consultation focusing on Diet Optimization. Actionable Goals.,106.69,Scheduled,ST000962,Staff Member
SA000116,BK003110,5612,Spa Treatment,Spa & Wellness,2025-02-01 09:00:00,2025-02-01 10:30:00,90,Aromatherapy massage for 90 minutes using Traditional techniques with Essential Oils. Relaxation.,251.44,Scheduled,ST000536,Staff Member
SA000117,BK003172,14699,Massage Therapy,Spa & Wellness,2025-01-04 16:30:00,2025-01-04 17:00:00,30,Targeted 30-minute Therapeutic treatment employing Deep Tissue methods for Full Body. Improved Mobility.,136.75,Scheduled,ST000596,Staff Member
SA000118,BK003232,37599,Spa Treatment,Spa & Wellness,2025-01-21 13:00:00,2025-01-21 15:00:00,120,Aromatherapy massage for 120 minutes using Eastern techniques with Organic Products. Muscle Recovery.,298.55,Scheduled,ST000962,Staff Member
SA000119,BK003336,31482,Massage Therapy,Spa & Wellness,2025-01-24 15:15:00,2025-01-24 16:45:00,90,90-minute Therapeutic massage using Deep Tissue techniques. Focus on Tension Relief for Faster Recovery.,144.64,Scheduled,ST000278,Staff Member
SA000120,BK003391,34011,Wellness Consultation,Spa & Wellness,2025-01-04 10:00:00,2025-01-04 10:45:00,45,45-minute Lifestyle Assessment consultation focusing on Diet Optimization. Lifestyle Enhancement.,108.56,Scheduled,ST000227,Staff Member
SA000121,BK003391,34011,Massage Therapy,Spa & Wellness,2025-01-04 13:00:00,2025-01-04 14:30:00,90,Specialized Relaxation therapy session for 90 minutes with Deep Tissue approach. Pain Relief.,88.62,Scheduled,ST000227,Staff Member
SA000122,BK003394,12737,Wellness Consultation,Spa & Wellness,2025-01-13 09:45:00,2025-01-13 10:45:00,60,In-depth Lifestyle Assessment session for 60 minutes addressing Diet Optimization. Personalized Plan.,163.47,Scheduled,ST000298,Staff Member
SA000123,BK003394,12737,Massage Therapy,Spa & Wellness,2025-01-13 10:45:00,2025-01-13 11:45:00,60,Targeted 60-minute Recovery treatment employing Swedish methods for Sport-Specific. Stress Reduction.,136.12,Scheduled,ST000298,Staff Member
SA000124,BK003438,14496,Wellness Consultation,Spa & Wellness,2025-01-06 14:00:00,2025-01-06 15:00:00,60,In-depth Lifestyle Assessment session for 60 minutes addressing Sleep Improvement. Expert Guidance.,146.63,Scheduled,ST000071,Staff Member
SA000125,BK003438,14496,Massage Therapy,Spa & Wellness,2025-01-06 15:00:00,2025-01-06 16:00:00,60,Specialized Sports Massage therapy session for 60 minutes with Swedish approach. Pain Relief.,98.82,Scheduled,ST000071,Staff Member
SA000126,BK003486,24948,Massage Therapy,Spa & Wellness,2025-01-22 09:00:00,2025-01-22 10:00:00,60,60-minute Relaxation massage using Deep Tissue techniques. Focus on Problem Areas for Stress Reduction.,109.79,Scheduled,ST000858,Staff Member
SA000127,BK003486,24948,Massage Therapy,Spa & Wellness,2025-01-22 10:00:00,2025-01-22 11:30:00,90,Targeted 90-minute Sports Massage treatment employing Swedish methods for Full Body. Stress Reduction.,147.23,Scheduled,ST000858,Staff Member
SA000128,BK003498,17868,Wellness Consultation,Spa & Wellness,2025-02-03 09:45:00,2025-02-03 10:45:00,60,Comprehensive 60-minute Nutrition Planning assessment targeting Sleep Improvement. Lifestyle Enhancement.,146.2,Scheduled,ST000105,Staff Member
SA000129,BK003498,17868,Spa Treatment,Spa & Wellness,2025-02-03 10:45:00,2025-02-03 11:45:00,60,Premium Hot Stone experience for 60 minutes incorporating Traditional massage with Essential Oils. Muscle Recovery.,269.85,Scheduled,ST000105,Staff Member
SA000130,BK003588,49156,Massage Therapy,Spa & Wellness,2025-01-15 09:00:00,2025-01-15 09:30:00,30,30-minute Relaxation massage using Trigger Point techniques. Focus on Sport-Specific for Pain Relief.,133.59,Scheduled,ST000297,Staff Member
SA000131,BK003588,49156,Massage Therapy,Spa & Wellness,2025-01-15 09:30:00,2025-01-15 10:30:00,60,60-minute Sports Massage massage using Trigger Point techniques. Focus on Tension Relief for Improved Mobility.,189.75,Scheduled,ST000297,Staff Member
SA000132,BK003588,49156,Spa Treatment,Spa & Wellness,2025-01-15 13:00:00,2025-01-15 15:00:00,120,Luxurious 120-minute Aromatherapy treatment featuring Herbal Products and Western methods. Stress Relief.,257.95,Scheduled,ST000297,Staff Member
SA000133,BK003652,39627,Wellness Consultation,Spa & Wellness,2025-01-04 10:45:00,2025-01-04 11:45:00,60,60-minute Lifestyle Assessment consultation focusing on Diet Optimization. Expert Guidance.,105.51,Scheduled,ST000227,Staff Member
SA000134,BK003728,36395,Massage Therapy,Spa & Wellness,2025-01-04 14:30:00,2025-01-04 15:00:00,30,Specialized Recovery therapy session for 30 minutes with Deep Tissue approach. Improved Mobility.,185.09,Scheduled,ST000227,Staff Member
SA000135,BK003881,46402,Wellness Consultation,Spa & Wellness,2025-01-26 09:45:00,2025-01-26 10:30:00,45,Comprehensive 45-minute Nutrition Planning assessment targeting Sleep Improvement. Actionable Goals.,143.45,Scheduled,ST000227,Staff Member
SA000136,BK003881,46402,Spa Treatment,Spa & Wellness,2025-01-26 10:30:00,2025-01-26 12:00:00,90,Hot Stone massage for 90 minutes using Modern techniques with Essential Oils. Relaxation.,245.09,Scheduled,ST000227,Staff Member
SA000137,BK003881,46402,Spa Treatment,Spa & Wellness,2025-01-26 13:00:00,2025-01-26 14:30:00,90,Hot Stone massage for 90 minutes using Western techniques with Herbal Products. Muscle Recovery.,245.86,Scheduled,ST000227,Staff Member
SA000138,BK004313,12275,Spa Treatment,Spa & Wellness,2025-01-22 13:00:00,2025-01-22 14:00:00,60,Premium Deep Tissue experience for 60 minutes incorporating Modern massage with Luxury Oils. Improved Circulation.,138.47,Scheduled,ST000858,Staff Member
SA000139,BK004449,18736,Massage Therapy,Spa & Wellness,2025-02-02 13:00:00,2025-02-02 14:00:00,60,Specialized Sports Massage therapy session for 60 minutes with Myofascial Release approach. Stress Reduction.,197.49,Scheduled,ST000318,Staff Member
SA000140,BK004538,1814,Wellness Consultation,Spa & Wellness,2025-01-13 13:00:00,2025-01-13 14:00:00,60,60-minute Health Coaching consultation focusing on Stress Management. Lifestyle Enhancement.,162.2,Scheduled,ST000298,Staff Member
SA000141,BK004626,29612,Spa Treatment,Spa & Wellness,2025-01-04 15:00:00,2025-01-04 16:30:00,90,Deep Tissue massage for 90 minutes using Modern techniques with Organic Products. Improved Circulation.,192.51,Scheduled,ST000227,Staff Member
SA000142,BK004650,48750,Massage Therapy,Spa & Wellness,2025-01-29 13:00:00,2025-01-29 14:30:00,90,90-minute Relaxation massage using Trigger Point techniques. Focus on Tension Relief for Improved Mobility.,92.34,Scheduled,ST000021,Staff Member
SA000143,BK004685,24214,Spa Treatment,Spa & Wellness,2025-01-06 16:00:00,2025-01-06 17:00:00,60,Premium Deep Tissue experience for 60 minutes incorporating Western massage with Essential Oils. Improved Circulation.,258.3,Scheduled,ST000071,Staff Member
SA000144,BK004685,24214,Wellness Consultation,Spa & Wellness,2025-01-06 09:00:00,2025-01-06 09:45:00,45,In-depth Wellness Strategy session for 45 minutes addressing Sleep Improvement. Personalized Plan.,160.24,Scheduled,ST000886,Staff Member
SA000145,BK004701,30451,Wellness Consultation,Spa & Wellness,2025-01-24 09:00:00,2025-01-24 10:00:00,60,Comprehensive 60-minute Health Coaching assessment targeting Diet Optimization. Expert Guidance.,123.52,Scheduled,ST000703,Staff Member
SA000146,BK004701,30451,Spa Treatment,Spa & Wellness,2025-01-24 10:00:00,2025-01-24 11:00:00,60,Premium Deep Tissue experience for 60 minutes incorporating Western massage with Organic Products. Improved Circulation.,294.46,Scheduled,ST000703,Staff Member
SA000147,BK004742,25732,Spa Treatment,Spa & Wellness,2025-02-03 13:00:00,2025-02-03 14:00:00,60,Luxurious 60-minute Swedish treatment featuring Essential Oils and Modern methods. Stress Relief.,161.74,Scheduled,ST000105,Staff Member
SA000148,BK004794,2441,Spa Treatment,Spa & Wellness,2025-02-02 14:00:00,2025-02-02 15:30:00,90,Luxurious 90-minute Hot Stone treatment featuring Essential Oils and Eastern methods. Muscle Recovery.,136.62,Scheduled,ST000318,Staff Member
SA000149,BK004800,40754,Massage Therapy,Spa & Wellness,2025-01-04 09:00:00,2025-01-04 10:00:00,60,Specialized Sports Massage therapy session for 60 minutes with Deep Tissue approach. Improved Mobility.,194.66,Scheduled,ST000079,Staff Member
SA000150,BK004800,40754,Spa Treatment,Spa & Wellness,2025-01-04 10:00:00,2025-01-04 12:00:00,120,Premium Hot Stone experience for 120 minutes incorporating Traditional massage with Organic Products. Stress Relief.,288.5,Scheduled,ST000079,Staff Member
SA000151,BK004802,28248,Massage Therapy,Spa & Wellness,2025-01-30 09:00:00,2025-01-30 10:30:00,90,Targeted 90-minute Recovery treatment employing Trigger Point methods for Problem Areas. Faster Recovery.,187.46,Scheduled,ST000739,Staff Member
SA000152,BK004802,28248,Wellness Consultation,Spa & Wellness,2025-01-30 10:30:00,2025-01-30 11:30:00,60,Comprehensive 60-minute Wellness Strategy assessment targeting Stress Management. Lifestyle Enhancement.,133.97,Scheduled,ST000739,Staff Member
SA000153,BK004869,34986,Wellness Consultation,Spa & Wellness,2025-01-27 15:00:00,2025-01-27 15:45:00,45,In-depth Wellness Strategy session for 45 minutes addressing Sleep Improvement. Expert Guidance.,146.01,Scheduled,ST000739,Staff Member
SA000154,BK004948,7698,Spa Treatment,Spa & Wellness,2025-01-04 13:00:00,2025-01-04 14:30:00,90,Premium Aromatherapy experience for 90 minutes incorporating Modern massage with Luxury Oils. Muscle Recovery.,123.5,Scheduled,ST000079,Staff Member
SA000155,BK005019,24924,Massage Therapy,Spa & Wellness,2025-01-20 09:00:00,2025-01-20 10:30:00,90,90-minute Relaxation massage using Swedish techniques. Focus on Sport-Specific for Faster Recovery.,105.46,Scheduled,ST000929,Staff Member
SA000156,BK005023,5109,Massage Therapy,Spa & Wellness,2025-01-31 13:00:00,2025-01-31 14:30:00,90,90-minute Therapeutic massage using Trigger Point techniques. Focus on Problem Areas for Pain Relief.,106.28,Scheduled,ST000361,Staff Member
SA000157,BK005039,7863,Wellness Consultation,Spa & Wellness,2025-02-03 14:00:00,2025-02-03 15:00:00,60,60-minute Health Coaching consultation focusing on Sleep Improvement. Expert Guidance.,90.82,Scheduled,ST000105,Staff Member
SA000158,BK005115,31598,Wellness Consultation,Spa & Wellness,2025-01-15 10:30:00,2025-01-15 11:15:00,45,In-depth Nutrition Planning session for 45 minutes addressing Work-Life Balance. Actionable Goals.,145.4,Scheduled,ST000297,Staff Member
SA000159,BK005121,39560,Wellness Consultation,Spa & Wellness,2025-01-04 14:30:00,2025-01-04 15:30:00,60,60-minute Lifestyle Assessment consultation focusing on Sleep Improvement. Expert Guidance.,131.04,Scheduled,ST000079,Staff Member
SA000160,BK005288,45995,Massage Therapy,Spa & Wellness,2025-01-31 14:30:00,2025-01-31 15:00:00,30,Targeted 30-minute Recovery treatment employing Myofascial Release methods for Tension Relief. Stress Reduction.,160.69,Scheduled,ST000361,Staff Member
SA000161,BK005418,40311,Spa Treatment,Spa & Wellness,2025-01-26 14:30:00,2025-01-26 16:30:00,120,Luxurious 120-minute Deep Tissue treatment featuring Herbal Products and Traditional methods. Muscle Recovery.,256.33,Scheduled,ST000227,Staff Member
SA000162,BK005424,39488,Wellness Consultation,Spa & Wellness,2025-01-28 15:30:00,2025-01-28 16:30:00,60,60-minute Health Coaching consultation focusing on Stress Management. Personalized Plan.,154.41,Scheduled,ST000142,Staff Member
SA000163,BK005513,26764,Massage Therapy,Spa & Wellness,2025-01-04 15:30:00,2025-01-04 16:30:00,60,Targeted 60-minute Recovery treatment employing Myofascial Release methods for Problem Areas. Stress Reduction.,149.42,Scheduled,ST000079,Staff Member
SA000164,BK005562,12690,Massage Therapy,Spa & Wellness,2025-02-01 10:30:00,2025-02-01 11:30:00,60,60-minute Sports Massage massage using Myofascial Release techniques. Focus on Problem Areas for Pain Relief.,158.07,Scheduled,ST000536,Staff Member
SA000165,BK005581,27157,Wellness Consultation,Spa & Wellness,2025-01-04 09:00:00,2025-01-04 10:00:00,60,60-minute Nutrition Planning consultation focusing on Diet Optimization. Expert Guidance.,106.72,Scheduled,ST000142,Staff Member
SA000166,BK005581,27157,Massage Therapy,Spa & Wellness,2025-01-04 10:00:00,2025-01-04 11:30:00,90,90-minute Sports Massage massage using Swedish techniques. Focus on Tension Relief for Faster Recovery.,92.46,Scheduled,ST000142,Staff Member
SA000167,BK005596,32508,Spa Treatment,Spa & Wellness,2025-01-04 13:00:00,2025-01-04 14:00:00,60,Aromatherapy massage for 60 minutes using Traditional techniques with Essential Oils. Stress Relief.,123.42,Scheduled,ST000142,Staff Member
SA000168,BK005596,32508,Spa Treatment,Spa & Wellness,2025-01-04 14:00:00,2025-01-04 15:30:00,90,Premium Aromatherapy experience for 90 minutes incorporating Traditional massage with Organic Products. Muscle Recovery.,170.25,Scheduled,ST000142,Staff Member
SA000169,BK005620,7901,Spa Treatment,Spa & Wellness,2025-01-04 09:00:00,2025-01-04 11:00:00,120,Premium Deep Tissue experience for 120 minutes incorporating Eastern massage with Herbal Products. Stress Relief.,204.35,Scheduled,ST000956,Staff Member
SA000170,BK005644,20711,Wellness Consultation,Spa & Wellness,2025-01-04 15:30:00,2025-01-04 16:30:00,60,Comprehensive 60-minute Health Coaching assessment targeting Diet Optimization. Lifestyle Enhancement.,116.0,Scheduled,ST000142,Staff Member
SA000171,BK005662,17629,Wellness Consultation,Spa & Wellness,2025-02-01 13:00:00,2025-02-01 14:00:00,60,In-depth Nutrition Planning session for 60 minutes addressing Sleep Improvement. Personalized Plan.,179.57,Scheduled,ST000536,Staff Member
SA000172,BK005742,14853,Spa Treatment,Spa & Wellness,2025-01-17 15:30:00,2025-01-17 17:00:00,90,Premium Swedish experience for 90 minutes incorporating Eastern massage with Essential Oils. Stress Relief.,274.35,Scheduled,ST000262,Staff Member
SA000173,BK005752,18637,Massage Therapy,Spa & Wellness,2025-01-09 11:00:00,2025-01-09 11:30:00,30,Specialized Recovery therapy session for 30 minutes with Myofascial Release approach. Improved Mobility.,99.22,Scheduled,ST000973,Staff Member
SA000174,BK005869,3849,Wellness Consultation,Spa & Wellness,2025-01-31 15:00:00,2025-01-31 16:00:00,60,In-depth Wellness Strategy session for 60 minutes addressing Diet Optimization. Actionable Goals.,146.84,Scheduled,ST000361,Staff Member
SA000175,BK005952,29206,Wellness Consultation,Spa & Wellness,2025-02-03 15:00:00,2025-02-03 16:00:00,60,Comprehensive 60-minute Nutrition Planning assessment targeting Sleep Improvement. Actionable Goals.,124.47,Scheduled,ST000105,Staff Member
SA000176,BK006055,5735,Massage Therapy,Spa & Wellness,2025-01-08 09:45:00,2025-01-08 10:15:00,30,30-minute Sports Massage massage using Deep Tissue techniques. Focus on Tension Relief for Faster Recovery.,121.44,Scheduled,ST000510,Staff Member
SA000177,BK006078,43696,Spa Treatment,Spa & Wellness,2025-01-13 14:00:00,2025-01-13 15:30:00,90,Aromatherapy massage for 90 minutes using Eastern techniques with Organic Products. Improved Circulation.,295.31,Scheduled,ST000298,Staff Member
SA000178,BK006096,34277,Spa Treatment,Spa & Wellness,2025-01-04 11:00:00,2025-01-04 12:00:00,60,Premium Deep Tissue experience for 60 minutes incorporating Western massage with Herbal Products. Stress Relief.,276.12,Scheduled,ST000956,Staff Member
SA000179,BK006132,5726,Wellness Consultation,Spa & Wellness,2025-01-04 13:00:00,2025-01-04 14:00:00,60,In-depth Wellness Strategy session for 60 minutes addressing Work-Life Balance. Personalized Plan.,108.75,Scheduled,ST000956,Staff Member
SA000180,BK006196,44319,Massage Therapy,Spa & Wellness,2025-01-22 11:30:00,2025-01-22 12:00:00,30,30-minute Sports Massage massage using Myofascial Release techniques. Focus on Tension Relief for Stress Reduction.,136.41,Scheduled,ST000858,Staff Member
SA000181,BK006241,37817,Wellness Consultation,Spa & Wellness,2025-01-21 15:00:00,2025-01-21 16:00:00,60,Comprehensive 60-minute Nutrition Planning assessment targeting Work-Life Balance. Actionable Goals.,121.83,Scheduled,ST000962,Staff Member
SA000182,BK006260,20043,Wellness Consultation,Spa & Wellness,2025-01-04 14:00:00,2025-01-04 15:00:00,60,In-depth Health Coaching session for 60 minutes addressing Diet Optimization. Lifestyle Enhancement.,151.13,Scheduled,ST000956,Staff Member
SA000183,BK006260,20043,Spa Treatment,Spa & Wellness,2025-01-04 15:00:00,2025-01-04 17:00:00,120,Luxurious 120-minute Swedish treatment featuring Luxury Oils and Traditional methods. Stress Relief.,144.47,Scheduled,ST000956,Staff Member
SA000184,BK006289,9880,Massage Therapy,Spa & Wellness,2025-01-29 14:30:00,2025-01-29 15:00:00,30,Specialized Recovery therapy session for 30 minutes with Myofascial Release approach. Stress Reduction.,132.86,Scheduled,ST000021,Staff Member
SA000185,BK006343,948,Wellness Consultation,Spa & Wellness,2025-01-25 13:00:00,2025-01-25 14:00:00,60,60-minute Lifestyle Assessment consultation focusing on Work-Life Balance. Lifestyle Enhancement.,139.06,Scheduled,ST000090,Staff Member
SA000186,BK006379,18903,Massage Therapy,Spa & Wellness,2025-01-11 10:00:00,2025-01-11 10:30:00,30,Specialized Relaxation therapy session for 30 minutes with Deep Tissue approach. Faster Recovery.,126.25,Scheduled,ST000532,Staff Member
SA000187,BK006379,18903,Wellness Consultation,Spa & Wellness,2025-01-11 10:30:00,2025-01-11 11:30:00,60,Comprehensive 60-minute Lifestyle Assessment assessment targeting Stress Management. Expert Guidance.,179.65,Scheduled,ST000532,Staff Member
